intertidal_sitename,filename_prefix,intertidal_sort_order,latitude,longitude,biodiversity_site_code,GroupCode,MARINe_site_code,intertidal_geographic_region,intertidal_bioregion,SampleSeason,SamplingSeasonCode,TargetSpecies,graph_classification,quad_category,graph_sort,Sum(count),number_of_plots,mean_number_per_plot
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Fissurella volcano,limpets,5,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Hemigrapsus nudus,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Limpet,limpets,5,476.375,5,95.275
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Littorina spp,snails,3,8325,5,1665
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Mopalia spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella lamellosa,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Nucella spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Nuttallina spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Ocenebra circumtexta,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Ocenebra spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Pachygrapsus crassipes,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Pagurus spp,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Tegula funebralis,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,chthamalus/balanus,Tonicella lineata/lokii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Cyanoplax hartwegii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Cyanoplax spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Fissurella volcano,limpets,5,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Hemigrapsus nudus,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Limpet,limpets,5,578.125,5,115.625
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Littorina spp,snails,3,18.75,5,3.75
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Mopalia spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Nucella lamellosa,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Nucella spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Nuttallina spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Ocenebra circumtexta,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Ocenebra spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Pachygrapsus crassipes,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Pagurus spp,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Tegula funebralis,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Tonicella lineata/lokii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Cyanoplax hartwegii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Cyanoplax spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Fissurella volcano,limpets,5,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Hemigrapsus nudus,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Limpet,limpets,5,334.375,5,66.875
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Littorina spp,snails,3,18793.75,5,3758.75
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Mopalia spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Nucella lamellosa,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Nucella spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Nuttallina spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Ocenebra circumtexta,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Ocenebra spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Pachygrapsus crassipes,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Pagurus spp,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Tegula funebralis,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,chthamalus/balanus,Tonicella lineata/lokii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Cyanoplax hartwegii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Cyanoplax spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Fissurella volcano,limpets,5,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Hemigrapsus nudus,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Limpet,limpets,5,1318.75,5,263.75
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Littorina spp,snails,3,15.625,5,3.125
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Mopalia spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Nucella lamellosa,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Nucella spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Nuttallina spp,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Ocenebra circumtexta,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Ocenebra spp,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Pachygrapsus crassipes,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Pagurus spp,crustaceans,1,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Tegula funebralis,snails,3,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,142,SU16,fucus,Tonicella lineata/lokii,chitons,2,0,5,0
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,146,SU17,chthamalus/balanus,Limpet,limpets,5,175,5,35
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,146,SU17,chthamalus/balanus,Littorina spp,snails,3,4181.25,5,836.25
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,146,SU17,fucus,Cyanoplax spp,chitons,2,1,5,0.2
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,146,SU17,fucus,Limpet,limpets,5,2375,5,475
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,146,SU17,fucus,Littorina spp,snails,3,6.25,5,1.25
Post Point,postpoint,3500,48.7120018,-122.51913,,UCSC,POP,WA Salish Sea,WA Salish Sea,146,SU17,fucus,Mopalia spp,chitons,2,1,5,0.2
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Cyanoplax hartwegii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Cyanoplax spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Fissurella volcano,limpets,5,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Hemigrapsus nudus,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Limpet,limpets,5,122.5,5,24.5
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Littorina spp,snails,3,2750,5,550
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Mopalia spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Nucella lamellosa,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Nucella spp,snails,3,6,5,1.2
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Nuttallina spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Ocenebra circumtexta,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Ocenebra spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Pachygrapsus crassipes,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Pagurus spp,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Tegula funebralis,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,barnacle,Tonicella lineata/lokii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Cyanoplax hartwegii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Cyanoplax spp,chitons,2,2,5,0.4
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Fissurella volcano,limpets,5,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Hemigrapsus nudus,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Limpet,limpets,5,365.25,5,73.05
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Littorina spp,snails,3,28.125,5,5.625
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Mopalia spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Nucella lamellosa,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Nucella spp,snails,3,24,5,4.8
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Nuttallina spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Ocenebra circumtexta,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Ocenebra spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Pachygrapsus crassipes,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Pagurus spp,crustaceans,1,1,5,0.2
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Tegula funebralis,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,134,SU14,fucus,Tonicella lineata/lokii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Cyanoplax hartwegii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Cyanoplax spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Fissurella volcano,limpets,5,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Hemigrapsus nudus,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Limpet,limpets,5,38.375,5,7.675
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Littorina spp,snails,3,690.625,5,138.125
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Mopalia spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Nucella lamellosa,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Nucella spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Nuttallina spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Ocenebra circumtexta,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Ocenebra spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Pachygrapsus crassipes,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Pagurus spp,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Tegula funebralis,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,barnacle,Tonicella lineata/lokii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Cyanoplax hartwegii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Cyanoplax spp,chitons,2,1,5,0.2
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Fissurella volcano,limpets,5,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Hemigrapsus nudus,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Limpet,limpets,5,391.625,5,78.325
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Littorina spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Mopalia spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Nucella lamellosa,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Nucella spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Nuttallina spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Ocenebra circumtexta,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Ocenebra spp,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Pachygrapsus crassipes,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Pagurus spp,crustaceans,1,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Tegula funebralis,snails,3,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,138,SU15,fucus,Tonicella lineata/lokii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,142,SU16,barnacle,Cyanoplax hartwegii,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,142,SU16,barnacle,Cyanoplax spp,chitons,2,0,5,0
Manchester State Park; Central Puget Sound,manchester,3750,47.57688141,-122.54411,,UW,MAN,WA Salish Sea,WA Salish Sea,142,SU16,barnacle,Fissurella volcano,limpets,5,0,5,0
